StoreID,Previous_Month_Sales,Current_Month_Sales,Next_Month_Sales
164,21905.461252932877,22872.510279251637,22611.998420483495
172,18561.983735470065,17766.02480218345,17444.41645798338
174,16754.600960358814,17332.425781996102,16506.140402790756
184,16821.270486111578,16178.975214542861,16497.275786763465
188,13274.403145531536,13445.567078620406,13953.099606438398
189,13219.29317825844,12931.158289468009,12514.050257737266
190,12944.44326288542,13268.85010623114,13675.984522503326
192,24947.74601508963,24628.459986072965,25309.222540399587
193,25293.318458271955,24890.657782890965,25962.841100798134
195,24455.796991931948,25069.322182437754,25707.443914405012
199,20197.55370397438,19395.961006673195,20176.75105478118
200,20610.95761430866,20240.06260972506,21040.60410056143
202,12031.505762449138,11898.198698371178,11316.183616526247
203,25810.415881221106,26973.451667371988,27171.538999956723
204,17739.71389126463,17973.58933367605,17880.927432048677
205,15987.965237000597,16263.787144850667,16674.243707606296
206,21964.52846803067,22604.968088690424,23259.648976268094
208,17975.50645430617,17180.195917808967,17265.287508000154
210,22756.86407128542,22623.805828029195,23500.940242973047
211,22936.25700801872,22117.41355457506,22695.80743363641
215,17357.228316694014,17562.42210830779,16861.896915171412
216,25612.41642777181,24518.15924833685,25307.300867272865
217,23732.642061572176,24222.109357080837,23208.047795304123
218,15103.831317005352,15576.27850699431,16272.925347313107
219,9888.804338435168,10369.40128127674,10632.139289163904
220,10922.333668121346,11225.04277720637,11290.601797371877
225,17573.105696576305,17439.9402324786,18148.61985140438
227,17961.967584194623,17084.262584912376,17030.721602770882
228,10496.205953043287,10030.492733129875,9648.148321042634
232,25806.796400845225,26441.75941131256,26662.201094224296
233,22931.922641119192,23991.773153965903,23691.56548687045
234,19380.287983422226,18844.60875849129,19717.533510878602
237,23996.948820285408,22826.268409978034,23898.826431837446
240,18448.184963620835,17661.91698303164,17757.033973059308
242,18025.18480156359,18871.111294801252,18914.699493601736
244,20902.287215590084,20807.267643516192,21072.681154756407
248,13438.90623912781,13552.21545238292,14095.873431245238
249,22379.605866435344,21881.39372810191,21198.95935814709
250,16383.403429289698,16323.9290615902,16084.542278915904
253,16481.734676892604,17263.61961209753,18102.99534649859
258,12225.59067971431,12467.85508011391,12512.85950656363
259,27376.059595465125,27881.780754362644,26941.096701620485
260,16846.192688675193,17538.448541775,18104.1288255564
262,10019.650189469037,10453.228992491708,10835.883958774704
266,14747.18814878153,14076.513564931818,13409.803394102904
267,20358.880241442574,21350.919877566237,20604.52778270633
277,23827.060869738238,24051.346698178968,23764.873167969927
278,11828.190232121073,11727.437119079388,11461.701687523317
281,28094.540779933654,26848.198109901816,27827.4119711828
282,18010.487399436366,18494.94684460792,19317.538697855794
286,12070.470890647113,12492.511755763355,12176.886074854452
288,15864.759141234812,16585.100159763802,16761.191854443216
297,17715.24102995741,17234.52521938549,17530.44319694334
298,21164.714573160945,20346.820247154952,20695.91714415062
299,20555.353643797018,20597.096841174014,21157.99366979519
305,27948.242960159565,28093.31345429588,28264.508407857138
306,18135.036962820217,18818.099663459067,18636.472759174412
307,19290.751899170296,19684.43711657453,19119.42322527642
312,20737.263115064696,19983.197076374705,19013.102114601093
314,20116.848973699176,19900.07794662463,19775.652554089975
315,14482.52102715377,15067.844706285043,14839.198400492976
316,28755.89263024007,28458.392165900776,28805.831285233333
318,18148.18956083955,18805.814088470026,19651.174216213898
320,14593.23512128969,14533.600969562814,15231.261159721891
321,24861.130752758454,24842.77849971367,24417.349918307664
324,21738.826248737867,20816.802907141497,20044.24913875854
325,19339.345097660076,18620.010109569448,17971.85257297795
327,18733.196492193696,18137.256203490608,17857.339001197026
332,22650.300534181613,23549.038207466736,23487.7203746358
335,22535.684884161143,21842.23711340876,20839.391458437254
341,19008.09303103569,18378.80171899186,17971.877293231777
342,17785.939280090883,17263.626214786418,17029.306776291713
344,22411.894193951564,22419.55294523468,22846.409639330173
346,23250.686230018535,24119.282167153407,25134.39618563281
347,12320.969866101334,11780.175343081739,11517.333300303066
348,19228.33340008685,18621.719898033334,18080.47834913357
351,19515.01542009461,19262.241528958748,19232.429329218965
354,14969.617875602895,14913.533777294118,15282.600396769762
355,20733.748534889048,19773.119138563394,19283.609759184146
359,19153.11392611153,19175.479864032222,19237.059013039117
364,25778.12538635884,24765.488471663397,24635.252629344817
365,14787.107359484855,14445.884847696918,14268.61096281898
366,25508.659089668057,24284.425069347988,23852.35455218087
369,23383.567789393685,22494.435992723775,23372.905084725382
370,15836.903992771211,15985.125462909546,16271.42276713182
373,24980.068396708455,23948.192451021576,24037.055911487823
377,20959.888277780054,21141.906290943567,21660.812127273923
378,10444.130768510315,10218.303496996232,10078.39683204518
379,17619.322643832784,17876.418939264735,18002.945201871975
380,15202.864852361718,14597.460127302353,14090.72263987094
382,12844.453855035856,12518.150431536487,12093.386270160561
385,23519.015189402828,22750.822052050557,23653.496009258768
387,22840.02307580046,21881.275982247418,21934.91003023693
388,25676.142064449596,24680.0076381083,24427.915178534193
392,17899.523781101725,18739.853499595385,19424.808498826522
394,16846.457338863336,16292.019516990971,16566.773380032675
399,26888.47806456439,28043.00475107517,28202.18495892261
404,20826.486797196572,21387.74589870254,20718.403020376325
409,19086.72038475987,18750.181873481913,18610.37383977424
410,14744.915124233674,14176.995291413596,14333.821273496696
414,12072.127419992074,11816.959530594386,11912.958408083234
415,24834.80050338171,24915.735708975415,23799.07107822384
417,15577.967600475087,15323.430274439952,14763.228153711529
419,20012.585618428882,19521.558128046698,19875.879722276015
421,11134.662195715277,11424.417127093837,11533.67881371523
422,13056.71099974542,12859.382663081553,13411.730626164428
425,16406.209489059045,16948.630615590457,17736.787549110046
426,18742.291746742616,19563.842219356648,18940.211619528334
428,23490.03703321045,22471.735159851516,23013.57509709328
429,20335.564123319615,19603.0209299089,20181.834059339635
431,18508.841686602427,17956.588416918068,17352.629236874374
432,12591.678213567446,12799.68923804567,12829.212264964495
434,17158.031038359473,16915.81194485156,17553.877286240648
435,20402.42784432789,20278.248280714437,20028.713139469768
437,11387.886940467673,11345.38710232882,11120.042611859291
445,18036.836758379104,17553.833168018788,18255.239707763194
446,21352.874624550564,21104.949005267812,21196.867096552236
447,18471.22911621713,17763.59270972238,18544.892580174583
448,13156.297790830451,13324.314308479927,13104.337360392497
451,12507.744611241622,12657.9285478338,12700.283358970677
453,17169.424172198396,17845.715055866876,18360.737415609958
454,17081.27820091951,16651.665503581342,17057.87671005724
456,16300.311261070416,15539.954610370367,15648.5628634337
458,18957.959651492783,18658.57886788497,19257.999343495663
459,18667.324210573897,17940.47785021738,18562.029816819395
460,24325.312661766573,25048.49293431476,24171.588849566662
462,10531.85442632654,10246.705937172455,10474.441608382962
463,27174.01480026415,27701.05059030787,27819.401786969323
465,28389.094647012378,27684.474646195573,27257.292110630857
466,14442.559502191443,14387.686158030687,15031.22338943575
467,28740.110778722956,27743.83887114968,27983.073527685716
469,22891.503959233654,21788.385695735695,22599.183621203694
470,18258.442363950457,19047.423039464087,19171.484969637164
471,26202.523079341783,26745.540589194592,25816.23747610489
479,18447.768048558264,18588.50304587449,18786.870342347327
480,21186.373253278794,22106.639423659675,23047.428390148994
482,23721.96080892204,23605.342158432722,22692.377332253418
484,18111.44982457739,18276.76287204846,18092.172508840093
485,20188.383036941897,19289.518779121787,18971.62218890954
486,22469.73906184958,22553.766005857146,23500.69853873898
487,20862.858320335577,20542.292145346077,20227.89894149033
491,17328.430601419743,16851.21398005472,16771.068790990426
492,21338.043050578784,20571.702214533885,19905.975159899695
493,12606.226714116856,13129.190862145511,12948.525185916173
494,24864.26283370547,25064.63982597027,25396.155499824414
498,17462.22261889034,16738.15097838959,17569.82660285677
499,15786.948182516659,15790.4134339526,15941.030319841424
501,18027.85858382589,17504.88048946273,18201.6697659605
502,17951.749825779993,17422.423885019336,16883.526920675424
503,17934.493459568002,18050.78274760894,17266.85284772471
504,16913.15045773247,17379.154461374786,17297.974405776302
505,18372.57547901747,18190.251663579995,18298.73892715957
506,20183.013703844925,19487.18461975346,18867.352095414582
507,21481.22076320545,21790.549361017253,21591.67610605114
508,16444.36662481825,15663.89454755201,15125.295602021444
511,27339.195982868652,26046.314448665526,25322.15439908782
512,28178.8877374854,27421.08642581288,27892.435003631963
514,16950.959467440454,17209.878775741097,16759.294515782345
517,26223.436403069794,25173.03408680204,24526.520567761097
521,19421.919936406983,20063.27031351011,19856.98684971552
522,26110.6582787151,26549.53963498783,25766.286520807676
523,19186.202515936766,18251.838143897297,17495.315023210253
524,17380.90712137202,16873.186934553712,16074.295871400893
525,18652.266044484237,18505.70502579287,19232.37171150926
526,21872.216059036742,22566.53547592608,22209.572041467498
527,16591.312618914482,16741.12378083149,16352.836251005529
530,21478.846759091102,21745.504295791106,21548.515365148705
531,19795.176480290695,19388.31782402967,20257.793348491614
532,21392.912736580078,21956.84231171174,21166.64448673587
540,17924.730595150304,18631.954832429623,19190.643790937327
543,27758.254705041305,27550.66044589726,26235.03185200057
545,18615.603537784118,18864.081299905392,18407.35866133576
546,14579.663214686749,14053.856516642682,14524.562665748934
547,18036.867866130786,17444.680132244,17047.47754651149
551,18695.16341072334,17794.78691051604,18532.02280851856
552,25489.613137744203,24913.68863622659,25048.66602478771
555,16043.254444769937,16286.182026615419,16823.205530311418
556,18512.05946862775,18698.136878422505,19006.724711485058
563,19965.38196789103,19317.24832588794,20117.77817275263
