StoreID,Name,Brand,Latitude,Longitude,Capacity,Takeaway,Internet_Access
106,Tim Hortons_106,Tim Hortons,43.6383789,-79.5387868,,yes,
107,,,,,,,
108,,,,,,,
109,Starbucks_109,Starbucks,43.6400113,-79.3809763,,yes,wlan
110,Tim Hortons_110,Tim Hortons,43.770004,-79.2603646,,yes,
111,Tim Hortons_111,Tim Hortons,43.7008268,-79.5117018,,yes,
112,Tim Hortons_112,Tim Hortons,43.6060646,-79.5205443,,yes,
113,Starbucks_113,Starbucks,43.6162266,-79.5257034,,yes,wlan
114,Tim Hortons_114,Tim Hortons,43.8346956,-79.2570189,,yes,
115,,,,,,,
116,,,,,,,
117,Tim Hortons_117,Tim Hortons,43.7852497,-79.3100838,,yes,
118,Tim Hortons_118,Tim Hortons,43.7270683,-79.3271912,,yes,wlan
119,Tim Hortons_119,Tim Hortons,43.7582682,-79.3124216,,yes,
120,Starbucks_120,Starbucks,43.7722704,-79.3212145,,yes,
121,,,,,,,
122,Starbucks_122,Starbucks,43.7682873,-79.4128946,,yes,wlan
123,Tim Hortons_123,Tim Hortons,43.7807843,-79.415514,,yes,
124,Starbucks_124,Starbucks,43.6645938,-79.3998389,,yes,
125,,,,,,,
126,Starbucks_126,Starbucks,43.7837722,-79.2532651,,yes,
127,,,,,,,
128,Tim Hortons_128,Tim Hortons,43.8018007,-79.1991102,,yes,
129,Tim Hortons_129,Tim Hortons,43.7012922,-79.4524243,,yes,
130,Tim Hortons_130,Tim Hortons,43.7728857,-79.4423413,,yes,
131,,,,,,,
132,,,,,,,
133,Second Cup_133,Second Cup,43.6976755,-79.3962468,,yes,wlan
134,Tim Hortons_134,Tim Hortons,43.6460943,-79.3825605,,yes,
135,,,,,,,
136,,,,,,,
137,Tim Hortons_137,Tim Hortons,43.6779919,-79.4435872,,yes,
138,Tim Hortons_138,Tim Hortons,43.7642151,-79.4888265,,yes,
139,,,,,,,
140,,,,,,,
141,Tim Hortons_141,Tim Hortons,43.6508685,-79.4396329,,yes,
142,Second Cup_142,Second Cup,43.7287178,-79.402946,,yes,
143,Starbucks_143,Starbucks,43.7298203,-79.4036331,,yes,
144,,,,,,,
145,,,,,,,
146,,,,,,,
147,Tim Hortons_147,Tim Hortons,43.7341179,-79.3435326,,yes,
148,Tim Hortons_148,Tim Hortons,43.7094713,-79.3987105,,yes,
149,Starbucks_149,Starbucks,43.71103,-79.39907,,yes,wlan
150,Second Cup_150,Second Cup,43.714643,-79.40026,,yes,
151,Starbucks_151,Starbucks,43.7155303,-79.400508,,yes,
152,Tim Hortons_152,Tim Hortons,43.6516691,-79.3821506,,yes,
153,Tim Hortons_153,Tim Hortons,43.6529616,-79.3970717,,yes,
154,Tim Hortons_154,Tim Hortons,43.6469999,-79.4043692,,yes,
155,,,,,,,
156,,,,,,,
157,,,,,,,
158,,,,,,,
159,Tim Hortons_159,Tim Hortons,43.7007507,-79.4274802,,yes,
160,Tim Hortons_160,Tim Hortons,43.6466726,-79.513683,,yes,
161,Starbucks_161,Starbucks,43.6883923,-79.3940026,,yes,
162,Tim Hortons_162,Tim Hortons,43.6894381,-79.3944682,,yes,
163,Tim Hortons_163,Tim Hortons,43.6710118,-79.3825668,,yes,wlan
164,Starbucks_164,Starbucks,43.7287112,-79.4184049,,yes,
165,,,,,,,
166,,,,,,,
167,,,,,,,
168,,,,,,,
169,,,,,,,
170,,,,,,,
171,,,,,,,
172,Tim Hortons_172,Tim Hortons,43.6545229,-79.3889763,,yes,wlan
173,,,,,,,
174,Tim Hortons_174,Tim Hortons,43.6638258,-79.4183547,,yes,wlan
175,,,,,,,
176,,,,,,,
177,,,,,,,
178,,,,,,,
179,,,,,,,
180,,,,,,,
181,,,,,,,
182,,,,,,,
183,,,,,,,
184,Tim Hortons_184,Tim Hortons,43.6703594,-79.3883606,,yes,
185,,,,,,,
186,,,,,,,
187,,,,,,,
188,Second Cup_188,Second Cup,43.6558052,-79.3809725,,yes,
189,Second Cup_189,Second Cup,43.6652139,-79.3982087,,yes,
190,Second Cup_190,Second Cup,43.67005,-79.389105,,yes,
191,,,,,,,
192,Starbucks_192,Starbucks,43.6705667,-79.3863475,,yes,
193,Starbucks_193,Starbucks,43.6701575,-79.3884562,,yes,
194,,,,,,,
195,Starbucks_195,Starbucks,43.6533147,-79.3804508,,yes,
196,,,,,,,
197,,,,,,,
198,,,,,,,
199,Tim Hortons_199,Tim Hortons,43.6510162,-79.3798494,,yes,
200,Tim Hortons_200,Tim Hortons,43.6496964,-79.3787352,,yes,
201,,,,,,,
202,Second Cup_202,Second Cup,43.6429151,-79.3775037,,yes,
203,Starbucks_203,Starbucks,43.6462048,-79.3920426,,yes,
204,Tim Hortons_204,Tim Hortons,43.6712719,-79.3851272,,yes,
205,Tim Hortons_205,Tim Hortons,43.656478,-79.3815968,,yes,
206,Starbucks_206,Starbucks,43.6470338,-79.3824762,,yes,
207,,,,,,,
208,Tim Hortons_208,Tim Hortons,43.6485607,-79.3855816,,yes,
209,,,,,,,
210,Starbucks_210,Starbucks,43.6708813,-79.384549,,yes,
211,Starbucks_211,Starbucks,43.7698108,-79.3726518,,yes,
212,,,,,,,
213,,,,,,,
214,,,,,,,
215,Tim Hortons_215,Tim Hortons,43.6463598,-79.3836345,,yes,
216,Starbucks_216,Starbucks,43.6456215,-79.3864423,,yes,
217,Starbucks_217,Starbucks,43.6552898,-79.3847765,,yes,wlan
218,Tim Hortons_218,Tim Hortons,43.6497867,-79.3820288,25.0,yes,yes
219,Second Cup_219,Second Cup,43.650274,-79.3797854,,yes,
220,Second Cup_220,Second Cup,43.6490386,-79.379399,,yes,
221,,,,,,,
222,,,,,,,
223,,,,,,,
224,,,,,,,
225,Tim Hortons_225,Tim Hortons,43.668581,-79.3392242,,yes,
226,,,,,,,
227,Tim Hortons_227,Tim Hortons,43.6600302,-79.3660122,,yes,
228,Second Cup_228,Second Cup,43.6599251,-79.3916141,,yes,
229,,,,,,,
230,,,,,,,
231,,,,,,,
232,Starbucks_232,Starbucks,43.6412518,-79.4146792,,yes,
233,Starbucks_233,Starbucks,43.6398964,-79.4195988,,yes,
234,Tim Hortons_234,Tim Hortons,43.7729031,-79.5049921,,yes,
235,,,,,,,
236,,,,,,,
237,Starbucks_237,Starbucks,43.668865,-79.3886193,,yes,
238,,,,,,,
239,,,,,,,
240,Tim Hortons_240,Tim Hortons,43.7943668,-79.4197805,,yes,
241,,,,,,,
242,Tim Hortons_242,Tim Hortons,43.6581901,-79.3902427,,yes,
243,,,,,,,
244,Tim Hortons_244,Tim Hortons,43.7742685,-79.4931718,,yes,
245,,,,,,,
246,,,,,,,
247,,,,,,,
248,Second Cup_248,Second Cup,43.7684802,-79.4139685,,yes,
249,Tim Hortons_249,Tim Hortons,43.7655467,-79.4122561,,yes,
250,Tim Hortons_250,Tim Hortons,43.646969,-79.382683,,yes,
251,,,,,,,
252,,,,,,,
253,Tim Hortons_253,Tim Hortons,43.645895,-79.38724,,yes,
254,,,,,,,
255,,,,,,,
256,,,,,,,
257,,,,,,,
258,Second Cup_258,Second Cup,43.6888025,-79.4125365,,yes,
259,Starbucks_259,Starbucks,43.6889734,-79.4130205,,yes,
260,Tim Hortons_260,Tim Hortons,43.6445941,-79.3871304,,yes,
261,,,,,,,
262,Second Cup_262,Second Cup,43.6483382,-79.3790446,,yes,
263,,,,,,,
264,,,,,,,
265,,,,,,,
266,Second Cup_266,Second Cup,43.6588796,-79.3941594,,yes,
267,Tim Hortons_267,Tim Hortons,43.6549661,-79.4346349,,yes,
268,,,,,,,
269,,,,,,,
270,,,,,,,
271,,,,,,,
272,,,,,,,
273,,,,,,,
274,,,,,,,
275,,,,,,,
276,,,,,,,
277,Starbucks_277,Starbucks,43.664996,-79.3804701,,yes,
278,Second Cup_278,Second Cup,43.7204293,-79.4303726,,yes,wlan
279,,,,,,,
280,,,,,,,
281,Starbucks_281,Starbucks,43.6557356,-79.3826159,17.0,yes,wlan
282,Tim Hortons_282,Tim Hortons,43.6546095,-79.4197276,,yes,wlan
283,,,,,,,
284,,,,,,,
285,,,,,,,
286,Second Cup_286,Second Cup,43.6464533,-79.3898448,,yes,
287,,,,,,,
288,Tim Hortons_288,Tim Hortons,43.7462229,-79.4090559,,yes,
289,,,,,,,
290,,,,,,,
291,,,,,,,
292,,,,,,,
293,,,,,,,
294,,,,,,,
295,,,,,,,
296,,,,,,,
297,Tim Hortons_297,Tim Hortons,43.7810034,-79.4441663,,yes,
298,Starbucks_298,Starbucks,43.66866,-79.397431,,yes,yes
299,Tim Hortons_299,Tim Hortons,43.8035332,-79.288299,,yes,
300,,,,,,,
301,,,,,,,
302,,,,,,,
303,,,,,,,
304,,,,,,,
305,Starbucks_305,Starbucks,43.6705839,-79.3827948,,yes,
306,Tim Hortons_306,Tim Hortons,43.6622249,-79.3768489,,yes,
307,Tim Hortons_307,Tim Hortons,43.6452406,-79.5232601,,yes,
308,,,,,,,
309,,,,,,,
310,,,,,,,
311,,,,,,,
312,Tim Hortons_312,Tim Hortons,43.6359683,-79.5205667,,yes,
313,,,,,,,
314,Tim Hortons_314,Tim Hortons,43.8133211,-79.3434197,,yes,
315,Tim Hortons_315,Tim Hortons,43.79894,-79.1469848,,yes,
316,Starbucks_316,Starbucks,43.7059525,-79.389425,,yes,
317,,,,,,,
318,Tim Hortons_318,Tim Hortons,43.6988923,-79.3864057,,yes,
319,,,,,,,
320,Tim Hortons_320,Tim Hortons,43.7710661,-79.2783907,,yes,
321,Starbucks_321,Starbucks,43.7723557,-79.2829602,50.0,yes,yes
322,,,,,,,
323,,,,,,,
324,Starbucks_324,Starbucks,43.6246628,-79.5082082,,yes,wlan
325,Tim Hortons_325,Tim Hortons,43.624447,-79.5094099,,yes,
326,,,,,,,
327,Tim Hortons_327,Tim Hortons,43.6304115,-79.4805807,,yes,
328,,,,,,,
329,,,,,,,
330,,,,,,,
331,,,,,,,
332,Starbucks_332,Starbucks,43.7540997,-79.3517868,,yes,wlan
333,,,,,,,
334,,,,,,,
335,Starbucks_335,Starbucks,43.7556199,-79.4403988,,yes,wlan
336,,,,,,,
337,,,,,,,
338,,,,,,,
339,,,,,,,
340,,,,,,,
341,Tim Hortons_341,Tim Hortons,43.6391807,-79.3804053,,yes,
342,Tim Hortons_342,Tim Hortons,43.7856178,-79.2791199,,yes,
343,,,,,,,
344,Starbucks_344,Starbucks,43.7249395,-79.45398,,yes,
345,,,,,,,
346,Starbucks_346,Starbucks,43.6466013,-79.5140076,,yes,
347,Second Cup_347,Second Cup,43.6438877,-79.3878692,,yes,
348,Tim Hortons_348,Tim Hortons,43.646838,-79.3800158,,yes,
349,,,,,,,
350,,,,,,,
351,Tim Hortons_351,Tim Hortons,43.6519159,-79.4735041,,yes,
352,,,,,,,
353,,,,,,,
354,Tim Hortons_354,Tim Hortons,43.7235332,-79.2990431,,yes,
355,Tim Hortons_355,Tim Hortons,43.7057071,-79.3610107,,yes,
356,,,,,,,
357,,,,,,,
358,,,,,,,
359,Tim Hortons_359,Tim Hortons,43.595689,-79.5156965,,yes,
360,,,,,,,
361,,,,,,,
362,,,,,,,
363,,,,,,,
364,Starbucks_364,Starbucks,43.785937,-79.4743383,,yes,
365,Tim Hortons_365,Tim Hortons,43.7838493,-79.186952,,yes,
366,Starbucks_366,Starbucks,43.7835465,-79.1876851,,yes,
367,,,,,,,
368,,,,,,,
369,Starbucks_369,Starbucks,43.6513565,-79.4758992,,yes,
370,Tim Hortons_370,Tim Hortons,43.7448366,-79.4062592,,yes,no
371,,,,,,,
372,,,,,,,
373,Starbucks_373,Starbucks,43.7268833,-79.2931846,,yes,
374,,,,,,,
375,,,,,,,
376,,,,,,,
377,Tim Hortons_377,Tim Hortons,43.7862299,-79.1930116,,yes,
378,Second Cup_378,Second Cup,43.6795027,-79.5447837,,yes,wlan
379,Tim Hortons_379,Tim Hortons,43.6538252,-79.3783274,,yes,
380,Tim Hortons_380,Tim Hortons,43.6749533,-79.557822,,yes,no
381,,,,,,,
382,Second Cup_382,Second Cup,43.6502971,-79.4808999,,yes,
383,,,,,,,
384,,,,,,,
385,Starbucks_385,Starbucks,43.75432,-79.3570808,,yes,
386,,,,,,,
387,Starbucks_387,Starbucks,43.649256,-79.3816983,,yes,
388,Starbucks_388,Starbucks,43.6606331,-79.3928009,,yes,
389,,,,,,,
390,,,,,,,
391,,,,,,,
392,Tim Hortons_392,Tim Hortons,43.6615603,-79.3868819,,yes,
393,,,,,,,
394,Tim Hortons_394,Tim Hortons,43.7893065,-79.4171376,,yes,
395,,,,,,,
396,,,,,,,
397,,,,,,,
398,,,,,,,
399,Starbucks_399,Starbucks,43.7105312,-79.3611,,yes,
400,,,,,,,
401,,,,,,,
402,,,,,,,
403,,,,,,,
404,Starbucks_404,Starbucks,43.5943332,-79.5333518,,yes,wlan
405,,,,,,,
406,,,,,,,
407,,,,,,,
408,,,,,,,
409,Tim Hortons_409,Tim Hortons,43.7718704,-79.501022,,yes,
410,Tim Hortons_410,Tim Hortons,43.6416546,-79.3759575,,yes,
411,,,,,,,
412,,,,,,,
413,,,,,,,
414,Second Cup_414,Second Cup,43.657481,-79.3899757,,yes,
415,Starbucks_415,Starbucks,43.6584668,-79.3887151,,yes,
416,,,,,,,
417,Tim Hortons_417,Tim Hortons,43.6576897,-79.3903421,,yes,
418,,,,,,,
419,Tim Hortons_419,Tim Hortons,43.6565921,-79.3807896,,only,
420,,,,,,,
421,Second Cup_421,Second Cup,43.6633675,-79.387196,,yes,
422,Tim Hortons_422,Tim Hortons,43.6575368,-79.3880353,,yes,
423,,,,,,,
424,,,,,,,
425,Tim Hortons_425,Tim Hortons,43.7811317,-79.4160063,,yes,
426,Tim Hortons_426,Tim Hortons,43.6553882,-79.3832356,,yes,
427,,,,,,,
428,Starbucks_428,Starbucks,43.7341018,-79.4330092,,yes,
429,Tim Hortons_429,Tim Hortons,43.676103,-79.3584818,,yes,
430,,,,,,,
431,Tim Hortons_431,Tim Hortons,43.6807902,-79.2829326,,yes,
432,Second Cup_432,Second Cup,43.6737065,-79.4705284,,yes,
433,,,,,,,
434,Tim Hortons_434,Tim Hortons,43.7869123,-79.257804,,yes,
435,Tim Hortons_435,Tim Hortons,43.6873736,-79.3964051,,yes,
436,,,,,,,
437,Second Cup_437,Second Cup,43.6575574,-79.4032046,,yes,
438,,,,,,,
439,,,,,,,
440,,,,,,,
441,,,,,,,
442,,,,,,,
443,,,,,,,
444,,,,,,,
445,Tim Hortons_445,Tim Hortons,43.6827628,-79.4211612,,yes,
446,Tim Hortons_446,Tim Hortons,43.7918605,-79.2495693,,yes,
447,Tim Hortons_447,Tim Hortons,43.7806321,-79.2055214,,yes,
448,Second Cup_448,Second Cup,43.6606701,-79.3847574,,yes,
449,,,,,,,
450,,,,,,,
451,Second Cup_451,Second Cup,43.7213796,-79.376451,,yes,
452,,,,,,,
453,Tim Hortons_453,Tim Hortons,43.6405967,-79.4372931,,only,
454,Tim Hortons_454,Tim Hortons,43.643882,-79.4193357,,yes,
455,,,,,,,
456,Tim Hortons_456,Tim Hortons,43.6208901,-79.5149782,,yes,
457,,,,,,,
458,Tim Hortons_458,Tim Hortons,43.6395931,-79.3984559,,yes,
459,Tim Hortons_459,Tim Hortons,43.6972893,-79.5013474,,yes,
460,Starbucks_460,Starbucks,43.6449107,-79.3834388,,yes,
461,,,,,,,
462,Second Cup_462,Second Cup,43.7687735,-79.4119231,60.0,yes,yes
463,Starbucks_463,Starbucks,43.6599515,-79.5137783,,yes,
464,,,,,,,
465,Starbucks_465,Starbucks,43.6960282,-79.3290713,,yes,
466,Tim Hortons_466,Tim Hortons,43.7105509,-79.2908148,,yes,
467,Starbucks_467,Starbucks,43.6401669,-79.3932645,,yes,
468,,,,,,,
469,Tim Hortons_469,Tim Hortons,43.6477723,-79.3705138,,yes,
470,Tim Hortons_470,Tim Hortons,43.6485347,-79.4851358,,yes,
471,Starbucks_471,Starbucks,43.6439847,-79.3893423,,yes,wlan
472,,,,,,,
473,,,,,,,
474,,,,,,,
475,,,,,,,
476,,,,,,,
477,,,,,,,
478,,,,,,,
479,Tim Hortons_479,Tim Hortons,43.7749815,-79.3462678,,yes,
480,Tim Hortons_480,Tim Hortons,43.6469775,-79.3950936,,yes,yes
481,,,,,,,
482,Starbucks_482,Starbucks,43.7725884,-79.5016002,,yes,
483,,,,,,,
484,Tim Hortons_484,Tim Hortons,43.6984222,-79.4064701,,yes,
485,Tim Hortons_485,Tim Hortons,43.7983219,-79.2726464,,yes,
486,Starbucks_486,Starbucks,43.6498241,-79.3856818,,yes,yes
487,Starbucks_487,Starbucks,43.8162753,-79.2934032,,yes,
488,,,,,,,
489,,,,,,,
490,,,,,,,
491,Tim Hortons_491,Tim Hortons,43.7163206,-79.4468824,,yes,
492,Tim Hortons_492,Tim Hortons,43.7787848,-79.3650961,,yes,
493,Tim Hortons_493,Tim Hortons,43.7544117,-79.4878235,,yes,wlan
494,Starbucks_494,Starbucks,43.646703,-79.3840076,,yes,
495,,,,,,,
496,,,,,,,
497,,,,,,,
498,Tim Hortons_498,Tim Hortons,43.7705142,-79.5426019,,yes,
499,Tim Hortons_499,Tim Hortons,43.7864717,-79.4704499,,yes,
500,,,,,,,
501,Tim Hortons_501,Tim Hortons,43.6479607,-79.3737618,,yes,wlan
502,Tim Hortons_502,Tim Hortons,43.6566364,-79.356201,,yes,wlan
503,Tim Hortons_503,Tim Hortons,43.6813986,-79.3316393,,yes,
504,Tim Hortons_504,Tim Hortons,43.6677842,-79.4880531,,yes,
505,Starbucks_505,Starbucks,43.6448929,-79.3860227,,yes,
506,Tim Hortons_506,Tim Hortons,43.7148694,-79.3998703,,yes,
507,Starbucks_507,Starbucks,43.6231324,-79.4828057,,yes,
508,Tim Hortons_508,Tim Hortons,43.6323376,-79.5454619,,yes,
509,,,,,,,
510,,,,,,,
511,Starbucks_511,Starbucks,43.6279357,-79.48927,,yes,wlan
512,Starbucks_512,Starbucks,43.6432354,-79.3830553,,yes,
513,,,,,,,
514,Tim Hortons_514,Tim Hortons,43.7513984,-79.264332,,yes,
515,,,,,,,
516,,,,,,,
517,Starbucks_517,Starbucks,43.696315,-79.5332925,,yes,
518,,,,,,,
519,,,,,,,
520,,,,,,,
521,Tim Hortons_521,Tim Hortons,43.6412286,-79.3781524,,yes,
522,Starbucks_522,Starbucks,43.6412544,-79.3784577,,yes,
523,Tim Hortons_523,Tim Hortons,43.7134695,-79.3781897,,yes,
524,Tim Hortons_524,Tim Hortons,43.7128706,-79.3596826,,yes,
525,Tim Hortons_525,Tim Hortons,43.6471897,-79.3842327,,yes,
526,Starbucks_526,Starbucks,43.657657,-79.3810926,,yes,
527,Tim Hortons_527,Tim Hortons,43.7351743,-79.3557289,,yes,
528,,,,,,,
529,,,,,,,
530,Starbucks_530,Starbucks,43.6522292,-79.3796282,,yes,
531,Starbucks_531,Starbucks,43.6496537,-79.3834235,,yes,
532,Tim Hortons_532,Tim Hortons,43.6503155,-79.3833561,,yes,
533,,,,,,,
534,,,,,,,
535,,,,,,,
536,,,,,,,
537,,,,,,,
538,,,,,,,
539,,,,,,,
540,Tim Hortons_540,Tim Hortons,43.6585621,-79.385094,,yes,
541,,,,,,,
542,,,,,,,
543,Starbucks_543,Starbucks,43.6474001,-79.3809785,,yes,
544,,,,,,,
545,Tim Hortons_545,Tim Hortons,43.6479715,-79.3820084,,yes,
546,Tim Hortons_546,Tim Hortons,43.6432306,-79.3833313,,yes,
547,Tim Hortons_547,Tim Hortons,43.790016,-79.1937875,,yes,
548,,,,,,,
549,,,,,,,
550,,,,,,,
551,Tim Hortons_551,Tim Hortons,43.7652115,-79.2813844,,yes,
552,Starbucks_552,Starbucks,43.6865794,-79.3998688,,yes,
553,,,,,,,
554,Tim Hortons Express_554,Tim Hortons Express,43.7856811,-79.2261608,,yes,
555,Tim Hortons_555,Tim Hortons,43.7848841,-79.227167,,yes,
556,Tim Hortons_556,Tim Hortons,43.6379081,-79.4189561,,yes,
557,,,,,,,
558,,,,,,,
559,,,,,,,
560,,,,,,,
561,,,,,,,
562,,,,,,,
563,Tim Hortons_563,Tim Hortons,43.7108029,-79.3774111,,yes,
564,,,,,,,
